accuracy,auc,auc_pr,loss,precision,recall,val_accuracy,val_auc,val_auc_pr,val_loss,val_precision,val_recall,val_f1_best,val_precision_best,val_recall_best,val_threshold_best,learning_rate
0.7709687352180481,0.8523525595664978,0.6102139949798584,0.47714725136756897,0.445787638425827,0.7707388401031494,0.7570000290870667,0.8344039916992188,0.5964592099189758,0.49472448229789734,0.4258231520652771,0.7459494471549988,0.5723763570566948,0.5352509870276367,0.6150356448476992,0.65,7.500000356230885e-05
0.76953125,0.8512128591537476,0.6101543307304382,0.47894784808158875,0.4438847005367279,0.7709008455276489,0.7590000033378601,0.834196150302887,0.5954599976539612,0.4928660988807678,0.4280911386013031,0.7427089810371399,0.5711815561959654,0.5142708873897249,0.6422553467271549,0.62,7.500000356230885e-05
0.7684062719345093,0.8509079813957214,0.609961211681366,0.47959691286087036,0.44222697615623474,0.7683084607124329,0.7580000162124634,0.8341810703277588,0.5957360863685608,0.49490880966186523,0.4270871877670288,0.7459494471549988,0.5718475073313783,0.5222281735404392,0.6318859364873622,0.63,7.500000356230885e-05
0.7657812237739563,0.8500818014144897,0.6107550263404846,0.4804215729236603,0.4387783408164978,0.7681464552879333,0.7582499980926514,0.8340660333633423,0.5956272482872009,0.49392494559288025,0.42740437388420105,0.7459494471549988,0.5716878402903811,0.5360181508791833,0.6124432922877512,0.65,7.500000356230885e-05
0.768875002861023,0.852185070514679,0.6084420084953308,0.477861613035202,0.4430379867553711,0.7712249159812927,0.7581250071525574,0.8340307474136353,0.5960044860839844,0.49467870593070984,0.4273535907268524,0.7472456097602844,0.5699239321240491,0.5194666666666666,0.6312378483473753,0.63,7.500000356230885e-05
0.7681249976158142,0.8528067469596863,0.6115248799324036,0.47692495584487915,0.442339688539505,0.775599479675293,0.7596250176429749,0.8338476419448853,0.5953006744384766,0.4919157326221466,0.42889222502708435,0.7427089810371399,0.5697187312986236,0.5291828793774319,0.6169799092676604,0.64,7.500000356230885e-05
0.7697187662124634,0.8527452945709229,0.6157718300819397,0.4767536222934723,0.44393444061279297,0.7678224444389343,0.7606250047683716,0.8339341878890991,0.5956119894981384,0.490529865026474,0.43002256751060486,0.7407647371292114,0.5699361578641904,0.5160273252758802,0.6364225534672715,0.62,3.7500001781154424e-05
0.7674062252044678,0.8531129956245422,0.6162497401237488,0.47604066133499146,0.4408341944217682,0.7671743631362915,0.7611250281333923,0.8339508175849915,0.5953601002693176,0.49102815985679626,0.4307228922843933,0.7414128184318542,0.5709312445604874,0.5168067226890757,0.6377187297472456,0.62,3.7500001781154424e-05
0.7691249847412109,0.8533092737197876,0.6112712025642395,0.47598588466644287,0.44342079758644104,0.7720350027084351,0.7615000009536743,0.833865225315094,0.5952438712120056,0.49061787128448486,0.4311060905456543,0.7401166558265686,0.5721973094170404,0.5310765815760267,0.6202203499675956,0.64,3.7500001781154424e-05
0.7686874866485596,0.8540313839912415,0.6160468459129333,0.47481319308280945,0.4428332448005676,0.7718729972839355,0.762499988079071,0.8338738679885864,0.5950006246566772,0.48972633481025696,0.4325141906738281,0.7414128184318542,0.5710128055878929,0.5182250396196514,0.6357744653272845,0.62,3.7500001781154424e-05
0.7676874995231628,0.8517303466796875,0.6117934584617615,0.4781828820705414,0.44125860929489136,0.7679844498634338,0.7605000138282776,0.8338292837142944,0.5950695276260376,0.4913562834262848,0.43012362718582153,0.7440052032470703,0.5704035874439461,0.5294117647058824,0.6182760855476345,0.64,3.7500001781154424e-05
0.7676249742507935,0.8533238768577576,0.6159009337425232,0.47578859329223633,0.4413946568965912,0.7712249159812927,0.7611250281333923,0.8339199423789978,0.5956162810325623,0.48902708292007446,0.43061840534210205,0.7401166558265686,0.5701411835386002,0.5313549832026876,0.6150356448476992,0.64,3.7500001781154424e-05
